Category,Choline,Vitamin B3,Vitamin B5,Vitamin B2,Selenium,Vitamin B1,Vitamin B12,Vitamin B6,Retinol,Water,Monosaturated Fat,Polysaturated Fat,Saturated Fat,Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,.Zinc,Vitamin C,Vitamin E,Vitamin K
No Category,0,0,0,0.33,0,0,0,0,0,51.5,0,0,6.4,418,0.16,0,943,297,1705,2.36,0.4,0,0
No Category,0,0,0,0.28,0,0,0,0,0,58,0,0,0.7,712,0.05,0,923,236,1298,2.5,0.2,0,0
No Category,0,0,0,0.35,0,0,0,0,0,45.8,0,0,14.4,466,0.18,0,863,335,1499,1.84,0.2,0,0
No Category,0,0,0,0.65,0,0,0,0,0,51.3,0,0,7.1,574,0.14,0,1024,345,1586,2.49,0.1,0,0
No Category,0,0,0,0,0,0,0,0,0,76.2,0,0,7.6,161,0.06,0,110,210,59,0,1.1,0,0
No Category,0,0,0,0,0,0,0,0,0,77.7,0,0,0.8,141,0.05,0,116,219,72,0,1.2,0,0
No Category,0,0,0,0.19,0,0,0.53,0,0,76.5,0,0,0.5,125,0.1,0,89,192,52,0,0,0,0
No Category,0,0,0,0.14,0,0,0.46,0,0,73.3,0,0,0.5,91,0.11,0,67,151,45,0,0,0,0
No Category,0,0,0,0.18,0,0,0.52,0,0,74.8,0,0,0.5,108,0.13,0,78,177,55,0,0,0,0
No Category,0,0,0,0.14,0,0,0.41,0,0,86,0,0,0.1,95,0.11,0,68,146,45,0,0.6,0,0
CREAM,15,0.124,0.459,0.237,2.9,0.056,0.52,0.062,12,86,0.384,0.052,0.841,96,0,16,151,206,144,0.81,0.7,0.04,0.2
No Category,0,0.364,0,0.619,3,0.148,1.48,0.123,48,66.44,1.25,0.299,2.869,108,0.03,8,68,108,72,0.31,0,0.09,0.3
MILK,0,0.164,0.539,0.565,3.4,0.045,0.33,0.024,63,82.17,0.455,0.089,1.177,194,0.24,14,76,123,66,0.39,0,0.04,0.2
YOGURT,15,0.105,0.544,0.18,3.1,0.041,0.52,0.045,131,74.1,0.387,0.04,0.909,152,0.07,16,133,194,58,0.82,0.7,0.06,1.2
CHEESE,21,0.114,0.325,0.486,17.7,0.029,2.26,0.049,156,50.6,6.098,0.462,13.317,1109,0.9,38,729,125,1529,3.87,0,0.17,1.7
CREAM SUB,0,0.091,0.01,0.024,0.7,0.004,0,0.004,0,50.06,4.002,6.269,2.635,6,0.59,19,28,96,80,0.25,0,1.58,3.3
CREAM SUB,0,0.084,0.009,0.027,1.3,0.004,0,0.004,0,1.52,0.618,0.229,19.446,5,0.63,17,28,90,196,0.23,0,0.41,9.1
CHEESE,13,0.156,0.476,0.321,14.5,0.019,1.46,0.073,137,50.6,4.89,0.51,11.3,756,0.52,28,496,138,876,3.23,0,0.15,1.5
CHEESE,14,0.06,0,0.3,15.5,0.03,1.66,0.084,151,48.2,5.02,0.75,11.58,1146,0.13,35,583,93,776,4.3,0,0.17,1.6
EGG MIX,602,0.267,6.5,1.277,118,0.19,2.9,0.207,116,2.78,13.745,7.555,10.305,171,3.23,11,451,373,576,2.76,0,2.04,0.7
ALLSPICE,0,2.86,0,0.063,2.7,0.101,0,0.21,0,8.46,0.66,2.36,2.55,661,7.06,135,113,1044,77,1.01,39.2,0,0
No Category,0,3.06,0.797,0.29,5,0.34,0,0.65,0,9.54,9.78,3.15,0.586,646,36.96,170,440,1441,16,5.3,21,0,0
SPICES,55,6.948,0,0.316,2.8,0.148,0,2.32,0,6.43,0.453,2.168,0.24,2113,42,422,490,3433,34,5.82,61.2,7.48,1714.5
SPICES,0,2.005,0,0.421,2.8,0.009,0,1.74,0,5.44,1.64,2.29,2.28,834,43,120,113,529,23,3.7,46.5,0,0
No Category,25,3.606,0,0.379,12.1,0.383,0,0.36,0,9.87,7.125,3.272,0.62,689,16.23,258,568,1351,17,5.5,21,2.5,0
SPICES,0,1.102,0,0.182,0,0.198,0,0.23,0,8.28,0.87,0.43,0.68,383,13.97,229,178,1119,18,7.47,21,0,0
No Category,25,3.06,0,0.29,12.1,0.34,0,0.89,0,6.04,15.93,3.72,2.19,1767,44.9,440,547,1400,160,6.93,17.1,1.07,0
CHERVIL,0,5.4,0,0.68,29.3,0.38,0,0.93,0,7.2,1.399,1.8,0.169,1346,31.95,130,450,4740,83,8.8,50,0,0
No Category,66,7.893,0,0.794,6,0.349,0,3.67,0,7.79,3.574,7.458,2.953,278,14.25,170,303,1916,1010,2.7,64.1,29.05,105.7
CINNAMON,11,1.332,0.358,0.041,3.1,0.022,0,0.158,0,10.58,0.246,0.068,0.345,1002,8.32,60,64,431,10,1.83,3.8,2.32,31.2
CLOVES,37,1.458,0,0.267,5.9,0.115,0,0.59,0,6.86,1.471,7.088,5.438,646,8.68,264,105,1102,243,1.09,80.8,8.52,141.8
CORIANDER LEAF,97,10.707,0,1.5,29.3,1.252,0,0.61,0,7.3,2.232,0.328,0.115,1246,42.46,694,481,4466,211,4.72,566.7,1.03,1359.5
No Category,0,2.13,0,0.29,26.2,0.239,0,0,0,8.86,13.58,1.75,0.99,709,16.32,330,409,1267,35,4.7,21,0,0
No Category,25,4.579,0,0.327,5.2,0.628,0,0.435,0,8.06,14.04,3.279,1.535,931,66.36,366,499,1788,168,4.8,7.7,3.33,5.4
No Category,64,3.467,0,0.281,17.1,0.253,0,1.15,0,9.52,5.551,2.557,2.237,478,29.59,254,349,1543,52,4.05,11.4,21.99,99.8
No Category,0,2.807,0,0.284,12.1,0.418,0,0.25,0,7.7,9.41,1.01,0.73,1516,16.33,256,277,1186,20,5.2,21,0,0
DILL WEED,0,2.807,0,0.284,0,0.418,0,1.71,0,7.3,0,0,0.234,1784,48.78,451,543,3308,208,3.3,50,0,0
No Category,0,6.05,0,0.353,0,0.408,0,0.47,0,8.81,9.91,1.69,0.48,1196,18.54,385,487,1694,88,3.7,21,0,0
No Category,0,1.64,0,0.366,6.3,0.322,0,0.6,0,8.84,0,0,1.46,176,33.53,191,296,770,67,2.5,3,0,0
No Category,68,0.692,0,0.152,38,0.466,0,2.94,0,6.45,0.017,0.378,0.135,80,2.75,58,417,1101,26,2.63,18,0.63,0
GINGER,41,5.155,0,0.185,38.5,0.046,0,0.84,0,9.38,1,1.31,1.94,116,11.52,184,148,1343,32,4.72,7,18.02,0.8
MACE,0,1.35,0,0.448,2.7,0.312,0,0.16,0,8.17,11.17,4.39,9.51,252,13.9,163,110,463,80,2.3,21,0,0
MARJORAM,44,4.12,0,0.316,4.5,0.289,0,1.19,0,7.64,0.94,4.405,0.529,1990,82.71,346,306,1522,77,3.6,51.4,1.69,621.7
MUSTARD SEED,123,7.89,0,0.381,133.6,0.543,0,0.43,0,6.86,19.83,5.39,1.46,521,9.98,298,841,682,5,5.7,3,2.89,5.4
NUTMEG,9,1.299,0,0.057,1.6,0.346,0,0.16,0,6.23,3.22,0.35,25.94,184,3.04,183,213,350,16,2.15,3,0,0
No Category,39,0.647,0,0.056,2.1,0.418,0,1.215,0,5.01,0.158,0.439,0.183,363,2.56,122,340,943,54,2.33,14.7,0.27,4.1
SPICES,32,6.22,0,0.32,5.9,0.341,0,1.21,0,7.16,0.67,5.23,2.66,1576,44,270,200,1669,15,4.43,50,18.86,621.7
No Category,52,15.32,1.78,1.743,4,0.645,0,4.02,0,9.54,1.23,8.32,2.1,177,23.59,185,345,2344,34,4.06,71.1,29.83,80.3
PARSLEY,97,7.929,0,1.23,29.3,0.172,0,1.002,0,9.02,3.247,0.458,0.115,1468,97.86,249,351,3805,452,4.75,122,6.91,1359.5
PEPPER,11,1.142,0,0.24,3.1,0.109,0,0.34,0,10.51,1.01,1.13,0.98,437,28.86,194,173,1259,44,1.42,21,0.72,163.7
PEPPER,52,8.701,0,0.919,8.8,0.328,0,2.45,0,8.05,2.75,8.37,3.26,148,7.8,152,293,2014,30,2.48,76.4,29.83,80.3
PEPPER,0,0.212,0,0.126,3.1,0.022,0,0.1,0,11.42,0.789,0.616,0.626,265,14.31,90,176,73,5,1.13,21,0,0
No Category,9,0.896,0.324,0.1,13.5,0.854,0,0.247,0,5.95,5.982,28.569,4.517,1438,9.76,347,870,719,26,7.9,1,1.77,0
No Category,30,2.97,0,0.191,7.2,0.264,0,1.32,0,9.31,1.206,1.936,3.29,996,35.3,224,171,684,27,3.14,12,1.32,805.4
No Category,21,2.243,0,0.137,9.3,0.131,0,0.4,0,8.46,1.102,0.78,6.53,682,19.71,136,118,663,52,2.37,23.4,0.83,28.4
ROSEMARY,0,1,0,0.428,4.6,0.514,0,1.74,0,9.31,3.014,2.339,7.371,1280,29.25,220,70,955,50,3.23,61.2,0,0
No Category,0,1.46,0,0.267,5.6,0.115,0,1.01,0,11.9,0.429,2.067,1.586,111,11.1,264,252,1724,148,1.09,80.8,0,0
SAGE,44,5.72,0,0.336,3.7,0.754,0,2.69,0,7.96,1.87,1.76,7.03,1652,28.12,428,91,1070,11,4.7,32.4,7.48,1714.5
SAVORY,0,4.08,0,0,4.6,0.366,0,1.81,0,9,0,0,3.26,2132,37.88,377,140,1051,24,4.3,50,0,0
SPICES,0,8.95,0,1.339,4.4,0.251,0,2.41,0,7.74,0.474,3.698,1.881,1139,32.3,347,313,3020,62,3.9,50,0,0
SPICES,44,4.94,0,0.399,4.6,0.513,0,0.55,0,7.79,0.47,1.19,2.73,1890,123.6,220,201,814,55,6.18,50,7.48,1714.5
TURMERIC,49,5.14,0,0.233,4.5,0.152,0,1.8,0,11.36,1.66,2.18,3.12,183,41.42,193,268,2525,38,4.35,25.9,3.1,13.4
BASIL,11,0.902,0.209,0.076,0.3,0.034,0,0.155,0,92.06,0.088,0.389,0.041,177,3.17,64,56,295,4,0.81,18,0.8,414.8
DILL WEED,0,1.57,0.397,0.296,0,0.058,0,0.185,0,85.95,0.802,0.095,0.06,208,6.59,55,66,738,61,0.91,85,0,0
MUSTARD,22,0.523,0.3,0.03,32.9,0.343,0,0.063,0,82.65,2.627,0.954,0.248,58,1.51,49,106,138,1135,0.64,1.5,0.36,1.8
SALT,0,0,0,0,0.1,0,0,0,0,0.2,0,0,0,24,0.33,1,0,8,38758,0.1,0,0,0
VINEGAR,0,0,0,0,0.1,0,0,0,0,93.81,0,0,0,7,0.2,5,8,73,5,0.04,0,0,0
THYME,0,1.824,0.409,0.471,0,0.048,0,0.348,0,65.11,0.081,0.532,0.467,405,17.45,160,106,609,9,1.81,160.1,0,0
No Category,0,0.425,0.035,0.095,0,0.011,0,0.026,0,52.58,0.01,0.004,0.01,11,0.12,12,6,148,9,0.11,0,0,0
VANILLA EXTRACT,0,0.318,0.026,0.071,0,0.008,0,0.019,0,64.46,0,0,0,0,0.13,5,22,98,4,0.06,0,0,0
VANILLA EXTRACT,0,0.129,0.011,0.029,0,0.003,0,0.008,0,85.58,0,0,0,3,0.05,1,0,0,3,0.01,0,0,0
VINEGAR,0,0,0,0,0.5,0,0,0,0,94.78,0,0,0,6,0.03,1,4,2,2,0.01,0,0,0
CAPERS,6,0.652,0.027,0.139,1.2,0.018,0,0.023,0,83.85,0.063,0.304,0.233,40,1.67,33,10,40,2964,0.32,4.3,0.88,24.6
HORSERADISH,6,0.386,0.093,0.024,2.8,0.008,0,0.073,0,85.08,0.13,0.339,0.09,56,0.42,27,31,246,314,0.83,24.9,0.01,1.3
ROSEMARY,0,0.912,0.804,0.152,0,0.036,0,0.336,0,67.77,1.16,0.901,2.838,317,6.65,91,66,668,26,0.93,21.8,0,0
PEPPERMINT,0,1.706,0.338,0.266,0,0.082,0,0.129,0,78.65,0.033,0.508,0.246,243,5.08,80,73,569,31,1.11,31.8,0,0
SPEARMINT,0,0.948,0.25,0.175,0,0.078,0,0.158,0,85.55,0.025,0.394,0.191,199,11.87,63,60,458,30,1.09,13.3,0,0
SPEARMINT,0,6.561,1.399,1.421,0,0.288,0,2.579,0,11.3,0.21,3.257,1.577,1488,87.47,602,276,1924,344,2.41,0,0,0
VINEGAR,0,0,0,0,0,0,0,0,0,94.47,0,0,0,6,0.45,4,8,39,8,0.03,0.5,0,0
VINEGAR,0,0,0,0,0,0,0,0,0,76.45,0,0,0,27,0.72,12,19,112,23,0.08,0,0,0
CAMPBELL SOUP CO,0,0,0,0,0,0,0,0,0,5.7,0,0,0,0,6.75,0,0,0,8068,0,45,0,0
BABYFOOD,38,2.495,0.083,0.135,2.9,0.013,1.26,0.039,0,82.44,0.95,0.16,1.18,5,0.98,11,93,187,46,2.22,2.1,0.37,0.6
BABYFOOD,38,2.495,0.083,0.135,2.9,0.013,1.26,0.039,0,82.44,0.95,0.16,1.18,5,0.98,11,93,187,46,2.22,2.1,0.37,0.6
BABYFOOD,50,2.85,0.155,0.116,3.5,0.023,1.65,0.049,0,82.37,1.054,0.157,1.063,6,0.76,11,98,170,39,2.5,0,0.28,0
BABYFOOD,0,2.269,0.272,0.203,12.9,0.146,0.99,0.205,11,78.4,3.58,0.78,2.4,5,1,10,94,223,42,2.27,1.8,0.4,0
BABYFOOD,45,2.633,0.51,0.154,14.2,0.139,0.1,0.252,2,80.5,1.803,0.51,1.267,6,1.03,13,81,204,41,2.25,2.1,0.13,0
BABYFOOD,45,2.84,0.531,0.194,15,0.142,0.1,0.2,0,80.5,1.804,0.516,1.271,5,1.01,11,89,210,67,1.7,2.1,0.4,0
BABYFOOD,55,2.908,0.112,0.174,2.2,0.02,1.9,0.037,0,81.06,1.27,0.31,1.65,7,1.19,13,104,193,43,2.43,1.2,0.19,0.6
BABYFOOD,55,3.193,0.424,0.191,7,0.019,2.27,0.183,8,79.6,2.06,0.22,2.56,7,1.66,10,91,211,73,2.6,1.7,0.4,0
BABYFOOD,43,3.255,0.68,0.152,11,0.014,0.4,0.2,6,77.5,3.56,1.92,2.03,64,1.4,13,97,141,47,1.21,1.7,0.25,1
BABYFOOD,43,3.42,0.726,0.163,10.3,0.014,0.4,0.188,11,76,4.33,2.33,2.47,55,0.99,11,90,122,51,1.01,1.5,0.4,1.7
BABYFOOD,43,2.005,0.726,0.197,10.3,0.017,0.4,0.103,3,68.3,6.267,2.986,4.094,73,1.56,14,121,106,479,1.01,1.7,0.37,0.4
BABYFOOD,40,2.61,0.41,0.163,12,0.008,1.11,0.029,0,80.32,2.384,1.741,1.641,41,0.7,12,117,135,47,1.77,2.2,0.08,0
BABYFOOD,40,2.61,0.41,0.163,12,0.008,1.11,0.029,0,80.32,2.384,1.741,1.641,41,0.7,12,117,135,47,1.77,0,0.08,0
BABYFOOD,53,1.752,0.57,0.155,10.1,0.01,1,0.076,6,69.8,4.671,3.615,4.143,72,1.24,16,103,91,483,1.83,1.5,0.37,0.4
BABYFOOD,57,1.481,0.481,0.172,13.3,0.059,0.29,0.08,21,69.5,6.48,1.59,5.82,34,1.38,11,103,114,547,1.9,2.4,0.28,0.5
BABYFOOD,0,0.574,0.208,0.04,2.1,0.049,0.09,0.047,0,88.9,0,0,0,14,0.39,6,28,46,49,0.4,0.8,0.24,0
BABYFOOD,0,0.49,0.214,0.036,2.1,0.039,0.09,0.048,0,88.6,0,0,0,14,0.47,7,29,47,52,0.33,0.8,0,0
BABYFOOD,0,1.353,0,0.089,8.4,0.072,0.51,0.071,0,82.3,0,0,0,18,0.87,11,40,122,454,0.7,1.9,0,0
BABYFOOD,10,0.715,0.14,0.043,8.4,0.038,0.15,0.056,0,86.34,0.594,0.193,0.486,17,0.46,12,39,112,38,0.54,0.3,2.62,29.3
BABYFOOD,10,0.751,0,0.055,8.4,0.048,0.24,0.047,0,86.7,0.447,0.079,0.411,14,0.36,7,44,72,17,0.36,1.5,0.81,6.7
BABYFOOD,8,1.65,0,0.14,13.4,0.12,0.05,0.09,32,76.5,0.57,0.48,0.96,54,0.8,7,56,32,297,0.35,0.1,0.42,9.4
BABYFOOD,9,0.616,0.101,0.035,3.6,0.035,0.19,0.036,0,86.84,0.941,0.141,0.937,10,0.41,10,38,87,15,0.6,0.1,0.31,1.6
BABYFOOD,3,0.79,0,0.09,6.6,0.04,0.06,0.05,3,81.7,0.7,0.17,1.53,102,0.6,9,81,18,230,0.43,0,0.01,0
BABYFOOD,0,1.343,0,0.069,8.4,0.016,0.51,0.139,0,81.9,0,0,0,11,0.69,8,35,120,357,0.92,3.9,0,0
BABYFOOD,8,0.967,0.086,0.068,8.4,0.048,0.03,0.064,0,84.17,0.497,0.185,0.543,15,0.53,11,35,122,75,0.53,0.2,0.07,0.8
BABYFOOD,0,1.558,0,0.101,8.4,0.062,0.23,0.083,0,81.6,0,0,0,22,0.9,15,45,163,358,0.48,4.1,0,0
BABYFOOD,16,1.313,0,0.065,4.5,0.014,0.51,0.074,0,86.9,0.44,0.1,0.58,9,0.72,11,44,142,345,0.87,3,0.5,2.5
BABYFOOD,16,0.789,0.099,0.048,2.2,0.008,0.18,0.063,0,84.94,1.289,0.298,1.367,17,0.35,10,33,145,21,0.38,0.2,0.49,5.2
BABYFOOD,16,0.789,0.099,0.048,2.2,0.008,0.33,0.063,0,84.94,1.289,0.298,1.367,17,0.35,10,33,145,21,0.38,0.2,0.49,5.2
BABYFOOD,10,0.7,0.259,0.06,2.2,0.03,0.09,0.083,0,84.3,3.12,0.9,2.84,19,0.33,15,24,127,23,0.35,0,0.57,11.6
BABYFOOD,16,0.474,0.16,0.039,1.7,0.032,0.06,0.058,0,85.75,1.347,0.377,1.063,14,0.3,10,28,116,49,0.3,0.3,0.51,9.1
BABYFOOD,13,0.676,0.151,0.054,2.4,0.035,0.06,0.072,0,87.47,0.963,0.234,0.764,16,0.41,12,33,141,16,0.32,1.6,0.31,2.7
BABYFOOD,4,0.512,0,0.04,2.4,0.032,0.03,0.046,0,87,0.811,0.448,0.483,14,0.24,8,33,97,87,0.3,1.1,0.31,2.7
BABYFOOD,10,0.529,0.16,0.034,2.4,0.018,0.16,0.046,0,88.6,0.822,0.167,0.828,12,0.35,7,49,94,20,0.22,1.2,0.24,2.3
BABYFOOD,0,0.554,0.159,0.032,2.4,0.021,0.16,0.044,76,88.6,0.69,0.154,0.696,13,0.34,7,49,95,13,0.22,1.7,0.24,0
BABYFOOD,10,0.723,0.198,0.061,3.7,0.044,0.02,0.064,1,85.64,0.854,0.461,0.595,27,0.64,14,46,139,23,0.55,0.1,0.21,1.9
BABYFOOD,8,0.703,0.178,0.04,3.7,0.032,0.01,0.052,1,87.25,0.467,0.272,0.338,21,0.38,7,79,39,78,0.4,0.1,0.15,1.6
BABYFOOD,6,0.293,0,0.032,1.4,0.017,0.12,0.037,0,89.1,0.425,0.9,0.278,37,0.27,5,24,66,16,0.22,1,0.51,6.9
BABYFOOD,21,1.153,0,0.074,5.5,0.031,0.14,0.046,2,83.3,1.7,0.77,1.1,36,0.66,10,51,92,200,0.41,1.9,0.22,3.7
BABYFOOD,10,0.72,0.107,0.052,2.8,0.032,0.01,0.072,0,86.9,0.712,0.374,0.496,27,0.53,14,47,158,24,0.48,0.1,0.32,3.4
BABYFOOD,0,0.407,0.19,0.049,3.2,0.032,0.08,0.021,0,87.2,0,0,0,28,0.35,10,31,55,20,0.25,0.7,0,0
BABYFOOD,0,0.675,0.204,0.037,3.2,0.042,0.09,0.023,0,86.2,0,0,0,26,0.49,11,33,59,26,0.32,0.8,0,0
BABYFOOD,6,0.56,0.178,0.05,6.4,0.06,0,0.11,16,87.3,0.58,0.144,1.23,14,0.5,24,50,133,11,0.4,2.9,0.23,2.1
BABYFOOD,0,0.25,0.186,0.044,2.8,0.018,0.1,0.016,0,90.3,0,0,0,32,0.19,8,25,63,21,0.27,0.8,0,0
BABYFOOD,0,0.299,0.217,0.04,2.8,0.024,0.12,0.018,0,88.7,0,0,0,32,0.26,9,29,73,17,0.3,0.8,0,0
BABYFOOD,7,0.648,0.177,0.04,3,0.022,0.02,0.052,0,88.22,0.446,0.308,0.338,18,0.29,8,34,91,20,0.4,0.2,0.14,1.5
BABYFOOD,8,0.692,0.2,0.044,3.3,0.033,0.02,0.052,0,86.64,0.304,0.233,0.239,24,0.41,9,37,86,80,0.47,0.3,0.31,3
BABYFOOD,7,0.466,0.224,0.024,1.9,0.02,0.02,0.044,0,88.82,0.294,0.241,0.236,27,0.37,13,44,102,20,0.7,0.7,0.3,3.9
BABYFOOD,9,0.539,0.162,0.032,1.9,0.022,0.01,0.052,0,88.5,0.687,0.391,0.485,16,0.36,9,32,98,89,0.3,0.4,0.31,4.8
BABYFOOD,0,0.586,0,0.09,1.9,0.02,0.44,0.06,0,82.3,0,0,0,46,0.6,16,57,166,334,0.32,3.4,0,0
BABYFOOD,3,0.516,0.176,0.076,3.8,0.038,0.13,0.036,23,85.25,0.581,0.103,1.291,66,0.21,8,86,67,87,0.4,0.1,0.03,0.2
BABYFOOD,3,0.545,0,0.064,3.8,0.056,0.03,0.016,29,86.5,0.534,0.132,1.175,51,0.3,7,59,44,76,0.32,1.3,0.03,0.2
BABYFOOD,23,0.361,0.041,0.079,0.1,0.026,0,0.038,0,91.85,0,0.116,0.039,39,0.67,20,41,146,5,0.22,0.3,0.07,42.4
BABYFOOD,23,0.321,0.151,0.102,0.3,0.021,0,0.035,0,92.5,0.004,0.052,0.023,65,1.08,22,19,128,2,0.19,8.4,0.32,11.1
BABYFOOD,23,0.23,0.051,0.04,0.4,0.02,0,0.03,0,92.6,0.008,0.102,0.044,27,0.4,19,22,116,37,0.1,1.7,0.31,11
BABYFOOD,10,0.46,0.286,0.11,0.7,0.04,0.15,0.08,12,86.2,0.539,0.132,1.117,60,0.5,20,61,148,18,0.3,1.1,0.08,1.4
BABYFOOD,5,0.132,0.1,0.043,0.1,0.011,0,0.024,0,90.1,0.019,0.036,0.016,14,0.32,14,14,182,83,0.12,2.4,0.03,0.2
BABYFOOD,7,0.463,0.24,0.04,0.2,0.023,0,0.073,0,92.3,0.004,0.047,0.018,22,0.37,9,20,196,37,0.15,5.7,0.52,14.4
BABYFOOD,8,0.497,0.278,0.041,0.2,0.024,0,0.08,0,91,0.009,0.093,0.036,23,0.39,11,20,202,49,0.18,5.5,0.52,12.5
Babyfood,8,0.683,0.212,0.048,0.2,0.029,0,0.07,0,92.66,0.02,0.04,0.02,24,0.32,14,21,185,6,0.19,0.3,0.55,4.7
BABYFOOD,8,0.683,0.212,0.048,0.2,0.029,0,0.07,0,92.66,0.02,0.04,0.02,24,0.32,14,21,185,6,0.19,0.3,0.55,4.7
BABYFOOD,13,0.358,0.39,0.033,0.7,0.028,0,0.093,0,84.8,0.004,0.044,0.021,16,0.37,13,24,263,20,0.21,9.9,0.52,1.4
BABYFOOD,13,0.384,0.408,0.034,0.7,0.026,0,0.113,0,84.1,0.004,0.044,0.021,16,0.39,12,24,243,22,0.11,9.6,0.52,1.5
BABYFOOD,13,0.35,0.305,0.01,0.8,0.02,0,0.07,0,86.8,0.002,0.025,0.015,4,0.2,15,23,110,57,0.17,10.5,0.02,0.2
BABYFOOD,12,0.56,0.314,0.06,0.6,0.06,0,0.11,0,87.3,0.166,0.28,0.095,32,0.4,26,35,352,5,0.3,4.9,0.08,2.4
BABYFOOD,3,0.08,0.039,0.02,0.3,0.01,0,0.05,0,87.5,0.004,0.03,0.02,10,0.2,6,13,50,13,0.04,31.3,0.23,0.6
BABYFOOD,3,0.061,0.11,0.028,0.3,0.012,0,0.031,0,88.6,0.008,0.056,0.032,4,0.22,3,7,71,2,0.02,38.3,0.6,0.5
BABYFOOD,3,0.063,0.1,0.027,0.3,0.012,0,0.03,0,89.5,0,0,0,5,0.22,3,6,77,2,0.04,37.8,0.6,0.3
BABYFOOD,1,0.195,0.13,0.013,0.3,0.008,0,0.03,0,83.1,0,0,0,9,0.3,4,10,121,8,0.05,21.6,0.1,0.4
BABYFOOD,9,0.512,0.29,0.047,1.3,0.013,0.02,0.041,2,83.6,0.116,0.176,0.076,20,0.28,8,33,90,43,0.19,2.1,0.04,0
BABYFOOD,9,0.504,0.327,0.048,1.3,0.013,0.02,0.041,0,81.4,0.116,0.178,0.074,4,0.27,8,33,81,52,0.23,2.2,0.04,0
BABYFOOD,32,1.119,0.075,0.065,0.1,0.087,0,0.016,0,87.52,0.05,0.2,0.07,18,0.95,17,50,106,7,0.47,0.6,0.02,15.5
BABYFOOD,15,0.85,0.345,0.06,0.1,0.1,0,0.06,0,84.6,0.07,0.37,0.14,21,1,19,67,81,48,0.5,6,0.45,18
BABYFOOD,16,0.216,0,0.104,2.4,0.015,0.06,0.075,23,89.6,0.332,0.133,0.702,89,0.62,55,54,191,49,0.31,8.7,0.83,196.7
BABYFOOD,1,0.196,0.138,0.013,0.3,0.008,0,0.028,0,82.1,0,0,0,8,0.27,4,10,125,6,0.04,17.9,0.6,0.4
BABYFOOD,4,0.183,0.15,0.031,0.6,0.012,0,0.115,0,84,0.01,0.019,0.035,5,0.2,10,7,88,9,0.06,16.7,0.6,0
BABYFOOD,8,1.64,0.083,0.077,0.1,0.015,0,0.018,0,83.65,0.01,0.04,0.02,4,0.23,7,15,195,6,0.11,46.1,1.99,6.6
BABYFOOD,8,1.64,0.083,0.077,0.1,0.015,0,0.018,0,83.65,0.01,0.04,0.02,4,0.23,7,15,195,6,0.11,46.1,1.99,6.6
BABYFOOD,4,0.189,0.09,0.028,0.4,0.013,0,0.008,0,88.4,0.042,0.046,0.012,8,0.24,8,12,130,2,0.08,24.5,0.09,3.2
BABYFOOD,2,0.188,0.095,0.03,0.4,0.014,0,0.01,0,87.8,0.021,0.023,0.006,8,0.25,9,12,115,2,0.08,22,0.6,3.4
BABYFOOD,1,0.213,0.11,0.028,0.4,0.008,0,0.024,0,80,0,0,0,6,0.2,4,6,85,6,0.08,1.1,0.14,3.5
BABYFOOD,1,0.206,0.114,0.03,0.4,0.006,0,0.029,0,79.2,0,0,0,6,0.22,4,6,83,8,0.08,0.8,0.6,3.4
BABYFOOD,1,0.525,0.14,0.075,0.5,0.022,0,0.081,0,80.3,0.066,0.022,0.008,15,0.35,10,15,177,5,0.09,0.8,0.6,15.6
BABYFOOD,0,0.526,0.141,0.083,0.5,0.022,0,0.086,0,80.1,0.066,0.022,0.008,15,0.33,10,15,162,2,0.1,0.8,0.11,15.8
BABYFOOD,4,0.72,0,0.21,0.8,0.02,0,0.11,0,74.3,0.13,0.04,0.02,21,0.4,17,30,306,6,0.2,1.3,0.55,22.1
BABYFOOD,4,0.2,0.1,0.02,0.4,0.02,0,0.08,0,80,0.06,0.03,0.039,8,0.2,6,4,66,4,0.03,15.8,0.66,2.5
BABYFOOD,4,0.13,0,0.02,0.4,0.01,0,0.04,0,85.6,0.043,0.046,0.01,10,0.2,7,13,51,6,0.09,31.3,0.11,4
BABYFOOD,3,0.14,0.119,0.029,0.3,0.014,0,0.03,0,87.7,0.037,0.045,0.024,6,0.25,4,9,120,3,0.04,18.9,0.18,1
BABYFOOD,3,0.145,0.125,0.03,0.3,0.014,0,0.03,0,86.9,0.03,0.051,0.028,6,0.26,4,10,109,3,0.03,17.9,0.04,0.5
BABYFOOD,5,0.14,0.131,0.03,0.3,0.01,0,0.037,0,85.63,0,0,0,1,0.3,4,8,132,1,0.03,42.8,0.12,2
BABYFOOD,5,0.14,0.13,0.03,0.3,0.01,0,0.039,0,85.6,0,0,0,1,0.3,4,8,132,1,0.03,42.8,0.06,1.2
BABYFOOD,5,0.163,0.135,0.031,0.4,0.01,0,0.1,0,83.14,0.01,0.05,0.04,5,0.24,9,12,131,3,0.05,17.3,0.02,0.3
BABYFOOD,0,0.078,0.101,0.026,0.3,0.021,0,0.039,0,89.5,0.009,0.032,0.01,4,0.1,3,6,78,2,0.02,28.1,0.6,0
BABYFOOD,0,0.079,0.104,0.027,0.3,0.022,0,0.039,0,89.1,0.009,0.032,0.011,4,0.1,4,6,76,2,0.03,26.8,0.6,0
